2026-05-08T05:26:45.491Z CLI debug [main]    Starting main function execution
2026-05-08T05:26:45.491Z CLI debug [main]    Generated binSessionId: 492fcdf8-dc46-412c-b68d-b298ed5f080e
2026-05-08T05:26:45.492Z CLI debug [main]    Resolved listen address: unix:/tmp/sdk-platform-492fcdf8-dc46-412c-b68d-b298ed5f080e.sock
2026-05-08T05:26:45.500Z CLI debug    [2026-05-08T05:26:45.500Z][ TEST REPORTING AND ANALYTICS ] Monitoring has started
2026-05-08T05:26:45.536Z CLI debug [core:bin-session]    Starting bin session with config: {"binSessionId":"492fcdf8-dc46-412c-b68d-b298ed5f080e","sdkLanguage":"ECMAScript","sdkVersion":"9.27.0","pathProject":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2","pathConfig":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2/browserstack.yml","cliArgs":["run","test/config/wdio.androidbs.conf.js"],"frameworks":["WebdriverIO","WebdriverIO-mocha"],"frameworkVersions":{"WebdriverIO":"9.27.0","WebdriverIO-mocha":"9.27.0"},"language":"ECMAScript","languageVersion":"","testFramework":"WebdriverIO-mocha","wdioConfig":"{\"userName\":\"****\",\"accessKey\":\"****\",\"platforms\":[{\"platformName\":\"Android\",\"appium:deviceName\":\"Google Pixel 5\",\"appium:platformVersion\":\"13\",\"appium:app\":\"bs://8a49ee74326c14fe1573ec170689722c0bee468b\",\"appium:appActivity\":\"com.swaglabsmobileapp.MainActivity\",\"appium:automationName\":\"UiAutomator2\",\"wdioService\":\"9.27.0\"}],\"isNonBstackA11yWDIO\":false,\"accessibility\":null,\"testObservability\":true,\"testContextOptions\":{\"skipSessionName\":false,\"skipSessionStatus\":false,\"sessionNameOmitTestTitle\":false,\"sessionNamePrependTopLevelSuiteTitle\":false,\"sessionNameFormat\":\"\"},\"buildTag\":[]}"}
2026-05-08T05:26:45.537Z CLI info    Config : {"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"platformName":"Android","appium:deviceName":"Google Pixel 5","appium:platformVersion":"13","appium:app":"bs://8a49ee74326c14fe1573ec170689722c0bee468b","appium:appActivity":"com.swaglabsmobileapp.MainActivity","appium:automationName":"UiAutomator2","wdioService":"9.27.0"}],"isNonBstackA11yWDIO":false,"accessibility":null,"testObservability":true,"testContextOptions":{"skipSessionName":false,"skipSessionStatus":false,"sessionNameOmitTestTitle":false,"sessionNamePrependTopLevelSuiteTitle":false,"sessionNameFormat":""},"buildTag":[]}
2026-05-08T05:26:45.538Z CLI debug [TEST REPORTING AND ANALYTICS:git]    Unable to find a Git directory
2026-05-08T05:26:45.538Z CLI info    Should start debug utility: undefined
2026-05-08T05:26:45.539Z CLI debug [sdk:service]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  StartBinSession details: {"binSessionId":"492fcdf8-dc46-412c-b68d-b298ed5f080e","sdkLanguage":"ECMAScript","sdkVersion":"9.27.0","pathProject":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2","pathConfig":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2/browserstack.yml","cliArgs":["run","test/config/wdio.androidbs.conf.js"],"frameworks":["WebdriverIO","WebdriverIO-mocha"],"frameworkVersions":{"WebdriverIO":"9.27.0","WebdriverIO-mocha":"9.27.0"},"language":"ECMAScript","languageVersion":"","testFramework":"WebdriverIO-mocha","wdioConfig":"{\"userName\":\"[REDACTED]\",\"accessKey\":\"[REDACTED]\",\"platforms\":[{\"platformName\":\"Android\",\"appium:deviceName\":\"Google Pixel 5\",\"appium:platformVersion\":\"13\",\"appium:app\":\"bs://8a49ee74326c14fe1573ec170689722c0bee468b\",\"appium:appActivity\":\"com.swaglabsmobileapp.MainActivity\",\"appium:automationName\":\"UiAutomator2\",\"wdioService\":\"9.27.0\"}],\"isNonBstackA11yWDIO\":false,\"accessibility\":null,\"testObservability\":true,\"testContextOptions\":{\"skipSessionName\":false,\"skipSessionStatus\":false,\"sessionNameOmitTestTitle\":false,\"sessionNamePrependTopLevelSuiteTitle\":false,\"sessionNameFormat\":\"\"},\"buildTag\":[]}","id":"492fcdf8-dc46-412c-b68d-b298ed5f080e","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"platformName":"Android","appium:deviceName":"Google Pixel 5","appium:platformVersion":"13","appium:app":"bs://8a49ee74326c14fe1573ec170689722c0bee468b","appium:appActivity":"com.swaglabsmobileapp.MainActivity","appium:automationName":"UiAutomator2","wdioService":"9.27.0"}],"isNonBstackA11yWDIO":false,"accessibility":null,"testObservability":true,"testContextOptions":{"skipSessionName":false,"skipSessionStatus":false,"sessionNameOmitTestTitle":false,"sessionNamePrependTopLevelSuiteTitle":false,"sessionNameFormat":""},"buildTag":[],"browserStackLocalOptions":{"key":"[REDACTED]","skipBinaryInitialisation":false},"browserstackLocal":false,"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"additionalPlatforms":[],"additionalParams":{}},"ciInfo":{"build_number":null},"versionControlInfo":{},"hostInfo":{"hostname":"Luckys-MacBook-Air.local","platform":"darwin","type":"Darwin","version":"Darwin Kernel Version 25.4.0: Thu Mar 19 19:32:36 PDT 2026; root:xnu-12377.101.15~1/RELEASE_ARM64_T8103","arch":"arm64"},"data":{},"isAppAutomate":false,"browserstackSDK":"WebdriverIO-mocha-ECMAScriptagent/9.27.0","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false,"lts":false}}
2026-05-08T05:26:45.539Z CLI info [testhub:module]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Starting testhub from 9842:0
2026-05-08T05:26:45.539Z CLI debug [testhub:utils]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  detectBuildTool: no build tool detected for language "ecmascript"
2026-05-08T05:26:45.539Z CLI debug [testhub:module]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  startBuild: payload={"started_at":"2026-05-08T05:26:45.539Z","host_info":{"hostname":"Luckys-MacBook-Air.local","platform":"darwin","type":"Darwin","version":"Darwin Kernel Version 25.4.0: Thu Mar 19 19:32:36 PDT 2026; root:xnu-12377.101.15~1/RELEASE_ARM64_T8103","arch":"arm64"},"ci_info":{"build_number":null},"version_control":{},"project_name":"","build_run_identifier":null,"description":"","tags":[],"failed_tests_rerun":false,"accessibility":{"settings":{}},"framework_details":{"frameworkName":"WebdriverIO-mocha","frameworkVersion":"9.27.0","sdkVersion":"9.27.0","cliVersion":"1.30.0","language":"ECMAScript","testFramework":{"name":"WebdriverIO","version":"9.27.0"}},"product_map":{"observability":true,"accessibility":null,"percy":false,"automate":true,"app_automate":false,"lts":false},"browserstackAutomation":true,"test_orchestration":{}}
2026-05-08T05:26:45.539Z CLI info   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  [PRODUCTION] Making POST request to https://sdk.browserstack.com
2026-05-08T05:26:45.540Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://sdk.browserstack.com/api/v1/build/start
2026-05-08T05:26:45.540Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  FindNearestHub called with hubPath: /wd/hub
2026-05-08T05:26:45.540Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  No cached result or no search in-progress, initiating findNearestHub
2026-05-08T05:26:45.541Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Fetching list of next available hubs from BrowserStack
2026-05-08T05:26:45.541Z CLI info   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  [PRODUCTION] Making GET request to https://hub.browserstack.com
2026-05-08T05:26:45.541Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub.browserstack.com/next_hubs
2026-05-08T05:26:45.699Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub.browserstack.com/next_hubs: 200 OK
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub.browserstack.com/next_hubs: 200
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Fetched next hubs successfully: {"hubs":["hub-aps.browserstack.com","hub-euw.browserstack.com","hub-apse.browserstack.com"]}
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Checking hub availability at https://hub-aps.browserstack.com
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-aps.browserstack.com/check
2026-05-08T05:26:45.700Z CLI info   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  [PRODUCTION] Making GET request to https://hub-aps.browserstack.com
2026-05-08T05:26:45.700Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-aps.browserstack.com/check
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Checking hub availability at https://hub-euw.browserstack.com
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-euw.browserstack.com/check
2026-05-08T05:26:45.700Z CLI info   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  [PRODUCTION] Making GET request to https://hub-euw.browserstack.com
2026-05-08T05:26:45.700Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-euw.browserstack.com/check
2026-05-08T05:26:45.700Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Checking hub availability at https://hub-apse.browserstack.com
2026-05-08T05:26:45.701Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-apse.browserstack.com/check
2026-05-08T05:26:45.701Z CLI info   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  [PRODUCTION] Making GET request to https://hub-apse.browserstack.com
2026-05-08T05:26:45.701Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Sending request to https://hub-apse.browserstack.com/check
2026-05-08T05:26:45.704Z CLI debug   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Not Needed to write this in file request:https://hub.browserstack.com/next_hubs {"name":"request:https://hub.browserstack.com/next_hubs","entryType":"measure","startTime":1778218005541.188,"duration":158.70079199969769,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T05:26:45.825Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub-aps.browserstack.com/check: 200 OK
2026-05-08T05:26:45.826Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub-aps.browserstack.com/check: 200 - Hub available
2026-05-08T05:26:45.826Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Hub at https://hub-aps.browserstack.com responded successfully with latency: 125.78083400055766 ms.
2026-05-08T05:26:45.826Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Successfully found nearest hub
2026-05-08T05:26:45.826Z CLI debug   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Need to write this in file sdk:cli:findNearestHub
2026-05-08T05:26:45.826Z CLI debug   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  lock attaned.
2026-05-08T05:26:45.826Z CLI debug   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Not Needed to write this in file request:https://hub-aps.browserstack.com/check {"name":"request:https://hub-aps.browserstack.com/check","entryType":"measure","startTime":1778218005700.453,"duration":125.46933300048113,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T05:26:46.374Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub-euw.browserstack.com/check: 200 OK
2026-05-08T05:26:46.374Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://hub-euw.browserstack.com/check: 200 - Hub available
2026-05-08T05:26:46.375Z CLI debug [selenium]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Hub at https://hub-euw.browserstack.com responded successfully with latency: 674.1357500003651 ms.
2026-05-08T05:26:46.376Z CLI debug   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Not Needed to write this in file request:https://hub-euw.browserstack.com/check {"name":"request:https://hub-euw.browserstack.com/check","entryType":"measure","startTime":1778218005700.8572,"duration":673.9610419999808,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T05:26:46.399Z CLI debug [core:http]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  Response from https://sdk.browserstack.com/api/v1/build/start: 200 OK
2026-05-08T05:26:46.399Z CLI info [testhub:module]   [492fcdf8-dc46-412c-b68d-b298ed5f080e]  startBuild: response=qj5jexlw1re40czthnpqdyrb256d18a7dcb5e51j
2026-05-08T06:27:50.944Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  StartBinSession completed: time=1035.6368329990655
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:cli:startBinSession {"name":"sdk:cli:startBinSession","entryType":"measure","startTime":1778221669908.4082,"duration":1029.2248749993742,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:instrumentation:module {"name":"sdk:hook:onStart:instrumentation:module","entryType":"measure","startTime":1778221670590.9375,"duration":343.22937499918044,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file request:https://api.browserstack.com/sdk/v1/event {"name":"request:https://api.browserstack.com/sdk/v1/event","entryType":"measure","startTime":1778221670592.6462,"duration":341.08512499928474,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:observability:module {"name":"sdk:hook:onStart:observability:module","entryType":"measure","startTime":1778221670934.2249,"duration":0.18425000086426735,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:accessibility:module {"name":"sdk:hook:onStart:accessibility:module","entryType":"measure","startTime":1778221670934.7197,"duration":0.03849999979138374,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:_0x4a38f9 {"name":"sdk:hook:onStart:_0x4a38f9","entryType":"measure","startTime":1778221670934.8037,"duration":0.09966699965298176,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:_0x142917 {"name":"sdk:hook:onStart:_0x142917","entryType":"measure","startTime":1778221670934.9355,"duration":0.18237500078976154,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Need to write this in file sdk:percy
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:_0x58a18a {"name":"sdk:hook:onStart:_0x58a18a","entryType":"measure","startTime":1778221670935.135,"duration":0.3369159996509552,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Need to write this in file sdk:automate:local
2026-05-08T06:27:50.945Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:hook:onStart:appautomate:module {"name":"sdk:hook:onStart:appautomate:module","entryType":"measure","startTime":1778221670935.492,"duration":0.08345800079405308,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:51.133Z CLI debug [core:http]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Response from https://hub-apse.browserstack.com/check: 200 OK
2026-05-08T06:27:51.133Z CLI debug [selenium]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Response from https://hub-apse.browserstack.com/check: 200 - Hub available
2026-05-08T06:27:51.133Z CLI debug [selenium]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Hub at https://hub-apse.browserstack.com responded successfully with latency: 1059.702500000596 ms.
2026-05-08T06:27:51.133Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file request:https://hub-apse.browserstack.com/check {"name":"request:https://hub-apse.browserstack.com/check","entryType":"measure","startTime":1778221670072.639,"duration":1059.601499998942,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:51.696Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  No cached nearest hub found, initiating search.
2026-05-08T06:27:51.696Z CLI debug [selenium]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  FindNearestHub called with hubPath: /wd/hub
2026-05-08T06:27:51.696Z CLI debug [selenium]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Returning cached nearestHub result: [object Object]
2026-05-08T06:27:51.696Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Cached new nearest hub URL: https://hub-aps.browserstack.com/wd/hub for binSessionId=58f415ba-0a11-4e92-ad29-0d6075290f2f
2026-05-08T06:27:51.696Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  ConnectBinSession details: {"binSessionId":"58f415ba-0a11-4e92-ad29-0d6075290f2f","sdkLanguage":"ECMAScript","sdkVersion":"9.27.0","pathProject":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2","pathConfig":"/Users/lucky/Documents/WebDriverIO/scripts/wdio-appium2/browserstack.yml","cliArgs":["run","test/config/wdio.androidbs.conf.js"],"frameworks":["WebdriverIO","WebdriverIO-mocha"],"frameworkVersions":{"WebdriverIO":"9.27.0","WebdriverIO-mocha":"9.27.0"},"language":"ECMAScript","languageVersion":"","testFramework":"WebdriverIO-mocha","wdioConfig":"{\"userName\":\"[REDACTED]\",\"accessKey\":\"[REDACTED]\",\"platforms\":[{\"platformName\":\"Android\",\"appium:deviceName\":\"Samsung Galaxy S22 Ultra\",\"appium:platformVersion\":\"12.0\",\"appium:app\":\"bs://8a49ee74326c14fe1573ec170689722c0bee468b\",\"appium:automationName\":\"UiAutomator2\",\"wdioService\":\"9.27.0\"}],\"isNonBstackA11yWDIO\":false,\"accessibility\":null,\"testObservability\":true,\"testContextOptions\":{\"skipSessionName\":false,\"skipSessionStatus\":false,\"sessionNameOmitTestTitle\":false,\"sessionNamePrependTopLevelSuiteTitle\":false,\"sessionNameFormat\":\"\"},\"buildTag\":[]}","id":"58f415ba-0a11-4e92-ad29-0d6075290f2f","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"platformName":"Android","appium:deviceName":"Samsung Galaxy S22 Ultra","appium:platformVersion":"12.0","appium:app":"bs://8a49ee74326c14fe1573ec170689722c0bee468b","appium:automationName":"UiAutomator2","wdioService":"9.27.0"}],"isNonBstackA11yWDIO":false,"accessibility":false,"testObservability":true,"testContextOptions":{"skipSessionName":false,"skipSessionStatus":false,"sessionNameOmitTestTitle":false,"sessionNamePrependTopLevelSuiteTitle":false,"sessionNameFormat":""},"buildTag":[],"browserStackLocalOptions":{"key":"[REDACTED]","skipBinaryInitialisation":false},"browserstackLocal":false,"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"additionalPlatforms":[],"additionalParams":{},"testOrchestrationOptions":{"retryTestsOnFailure":{},"abortBuildOnFailure":{}},"apis":{"automate":{"hub":"https://hub.browserstack.com","cdp":"https://cdp.browserstack.com","api":"https://api.browserstack.com","upload":"https://api-cloud.browserstack.com"},"appAutomate":{"hub":"https://hub.browserstack.com","api":"https://api.browserstack.com","upload":"https://api-cloud.browserstack.com"},"percy":{"api":"https://api.browserstack.com"},"turboScale":{"api":"https://grid.browserstack.com"},"accessibility":{"api":"https://accessibility.browserstack.com"},"appAccessibility":{"api":"https://app-accessibility.browserstack.com"},"observability":{"api":"https://collector-observability.browserstack.com","upload":"https://upload-observability.browserstack.com"},"configServer":{"api":"https://sdk.browserstack.com"},"edsInstrumentation":{"api":"https://eds.browserstack.com"},"tcg":{"api":"https://tcg.browserstack.com"}},"hubUrl":"https://hub.browserstack.com/wd/hub"},"ciInfo":{"build_number":null},"versionControlInfo":{},"hostInfo":{"hostname":"Luckys-MacBook-Air.local","platform":"darwin","type":"Darwin","version":"Darwin Kernel Version 25.4.0: Thu Mar 19 19:32:36 PDT 2026; root:xnu-12377.101.15~1/RELEASE_ARM64_T8103","arch":"arm64"},"data":{},"isAppAutomate":false,"browserstackSDK":"WebdriverIO-mocha-ECMAScriptagent/9.27.0","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false,"lts":false},"apis":{"automate":{"hub":"https://hub.browserstack.com","cdp":"https://cdp.browserstack.com","api":"https://api.browserstack.com","upload":"https://api-cloud.browserstack.com"},"appAutomate":{"hub":"https://hub.browserstack.com","api":"https://api.browserstack.com","upload":"https://api-cloud.browserstack.com"},"percy":{"api":"https://api.browserstack.com"},"turboScale":{"api":"https://grid.browserstack.com"},"accessibility":{"api":"https://accessibility.browserstack.com"},"appAccessibility":{"api":"https://app-accessibility.browserstack.com"},"observability":{"api":"https://collector-observability.browserstack.com","upload":"https://upload-observability.browserstack.com"},"configServer":{"api":"https://sdk.browserstack.com"},"edsInstrumentation":{"api":"https://eds.browserstack.com"},"tcg":{"api":"https://tcg.browserstack.com"}},"centralAuthFlow":true,"testhub":{"automate":{"success":true,"options":{"allow_screenshots":true}},"jwt":"eyJhbGciOiJSUzI1NiJ9.eyJleHAiOiIxNzc4MjMyNDcwIiwiaXNzIjoid3d3LmJyb3dzZXJzdGFjay5jb20iLCJzdWIiOjEwOTY2MDYyLCJzY29wZSI6eyJwcm9kdWN0Ijoic2RrIiwidXNlcl9hY2Nlc3MiOnsidGVzdF9vYnNlcnZhYmlsaXR5IjoxLCJhdXRvbWF0ZSI6MSwiYXBwX2F1dG9tYXRlIjoxLCJwZXJjeSI6MSwiYXBwX3BlcmN5IjoxLCJhY2Nlc3NpYmlsaXR5X3Rlc3RpbmciOjEsImFwcF9hY2Nlc3NpYmlsaXR5X3Rlc3RpbmciOjEsImF1dG9tYXRlX3R1cmJvc2NhbGUiOjEsImxvd19jb2RlX2F1dG9tYXRpb24iOjF9LCJpYWFtX3JvbGUiOiJvd25lciJ9LCJncm91cF9pZCI6MTA4NzkxMDMsInRlYW1faWQiOm51bGwsInVkYWNfYWNjZXNzIjoiZ2xvYmFsIn0.ge4UqDZDLoKC9f50iQ7gGlzSEGOsyyhiZ9LyjpqHkNTZIEkfauE2nala_GTOK7k1GmJHQgg5hig21SsGiql1mL8Kq17BJYmWv4SextbeyxbyXVU4Spa2_RYPyI5o-sC_0Dv9-rLUGQ1BYcjVzr7vKFKGmHG6y3PD3vleut0SHpTeqJmG7i0tpeSBSNeUIVZT3ho9oqDSk6Q68v4qDrbeqzNtT3o7OfK33UPTxL4Iqdi9AYitngknhPRL4MP5Z7wT8IboVrUNV5_V2pDtWcN_tCciZFkkBS039oI8QCizXOkdPpkUIS04Cn_5RE54mIC0f0wffDw9KJ-fXA2xti4R9g","buildHashedId":"uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau","testhubEvents":true,"jwtExpiresIn":1778229530},"observability":{"success":true,"options":{"allow_screenshots":true,"testObservabilityOptions":{},"allowScreenshots":true}}}
2026-05-08T06:27:51.696Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  onConnect hook invoked successfully.
2026-05-08T06:27:51.697Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  ConnectBinSession completed: time=1.224957998842001
2026-05-08T06:27:51.697Z CLI debug  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Not Needed to write this in file sdk:cli:connectBinSession {"name":"sdk:cli:connectBinSession","entryType":"measure","startTime":1778221671694.759,"duration":0.324541999027133,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-08T06:27:51.703Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  Multi-Driver DriverInit: binSessionId=58f415ba-0a11-4e92-ad29-0d6075290f2f, platformIndex=0, isSecondary=false
2026-05-08T06:27:51.703Z CLI debug [sdk:service]  [uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau]  [58f415ba-0a11-4e92-ad29-0d6075290f2f]  User incomingParams "{\"platformName\":\"Android\",\"appium:deviceName\":\"Samsung Galaxy S22 Ultra\",\"appium:platformVersion\":\"12.0\",\"appium:app\":\"bs://8a49ee74326c14fe1573ec170689722c0bee468b\",\"appium:automationName\":\"UiAutomator2\",\"bstack:options\":{\"wdioService\":\"9.27.0\",\"testhubBuildUuid\":\"uc6ixdjqcnw83l0ct5gwxaddwefgfi16hk0jyiau\",\"buildProductMap\":{\"observability\":true,\"accessibility\":null,\"percy\":false,\"automate\":true,\"app_automate\":false}}}"
